CASE_ID;EVENT_ID;ACTIVITY;START_TIMESTAMP;END_TIMESTAMP;RECURSO;AGENTE
00c961eef72f6abb;26;START-DIALOGUE-SYTEM;2025-07-16 23:37:58.300;2025-07-16 23:37:58.300;;syst
00c961eef72f6abb;27;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-16 23:37:58.300;2025-07-16 23:37:59.300;;ai
00c961eef72f6abb;28;RESPOSTA COM INSATISFAÇÃO;2025-07-16 23:37:59.300;2025-07-16 23:40:06.074;;human
00c961eef72f6abb;29;ENCAMINHAMENTO OUTROS CANAIS;2025-07-16 23:40:06.074;2025-07-16 23:40:47.056;cartoes_credito_outros_produtos;ai
00c961eef72f6abb;30;RESPOSTA COM INSATISFAÇÃO;2025-07-16 23:40:47.056;2025-07-16 23:42:54.606;;human
00c961eef72f6abb;31;RESPOSTA COM DADOS;2025-07-16 23:42:54.606;2025-07-16 23:43:31.942;cartoes_credito_outros_produtos;ai
00c961eef72f6abb;32;RESPOSTA COM INSATISFAÇÃO;2025-07-16 23:43:31.942;2025-07-16 23:45:34.415;;human
00c961eef72f6abb;33;RESPOSTA COM DADOS;2025-07-16 23:45:34.415;2025-07-16 23:46:10.142;cartoes_credito_outros_produtos;ai
00c961eef72f6abb;34;RESPOSTA COM INSATISFAÇÃO;2025-07-16 23:46:10.142;2025-07-16 23:48:00.894;;human
00c961eef72f6abb;35;END-DIALOGUE-SYSTEM;2025-07-16 23:48:00.894;2025-07-16 23:48:00.894;;syst
00e56b3efb827f29;36;START-DIALOGUE-SYTEM;2025-07-04 12:28:00.787;2025-07-04 12:28:00.787;;syst
00e56b3efb827f29;37;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-04 12:28:00.787;2025-07-04 12:28:01.787;;ai
00e56b3efb827f29;38;RESPOSTA COM INSATISFAÇÃO;2025-07-04 12:28:01.787;2025-07-04 12:30:22.576;;human
00e56b3efb827f29;39;FLUXOS DIRECIONADOS;2025-07-04 12:30:22.576;2025-07-04 12:30:59.629;cartoes_credito_outros_produtos;ai
00e56b3efb827f29;40;RESPOSTA COM INSATISFAÇÃO;2025-07-04 12:30:59.629;2025-07-04 12:33:19.296;;human
00e56b3efb827f29;41;ENCAMINHAMENTO OUTROS CANAIS;2025-07-04 12:33:19.296;2025-07-04 12:33:49.986;cartoes_credito_outros_produtos;ai
00e56b3efb827f29;42;RESPOSTA COM INSATISFAÇÃO;2025-07-04 12:33:49.986;2025-07-04 12:35:57.381;;human
00e56b3efb827f29;43;ENCAMINHAMENTO OUTROS CANAIS;2025-07-04 12:35:57.381;2025-07-04 12:36:34.612;cartoes_credito_outros_produtos;ai
00e56b3efb827f29;44;RESPOSTA COM INSATISFAÇÃO;2025-07-04 12:36:34.612;2025-07-04 12:38:58.322;;human
00e56b3efb827f29;45;ENCAMINHAMENTO OUTROS CANAIS;2025-07-04 12:38:58.322;2025-07-04 12:39:55.691;cartoes_credito_outros_produtos;ai
00e56b3efb827f29;46;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-04 12:39:55.691;2025-07-04 12:42:00.515;;human
00e56b3efb827f29;47;END-DIALOGUE-SYSTEM;2025-07-04 12:42:00.515;2025-07-04 12:42:00.515;;syst
01547dc1607efa9c;48;START-DIALOGUE-SYTEM;2025-07-03 20:50:52.518;2025-07-03 20:50:52.518;;syst
01547dc1607efa9c;49;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-03 20:50:52.518;2025-07-03 20:50:53.518;;ai
01547dc1607efa9c;50;RESPOSTA COM INSATISFAÇÃO;2025-07-03 20:50:53.518;2025-07-03 20:52:41.395;;human
01547dc1607efa9c;51;ENCAMINHAMENTO OUTROS CANAIS;2025-07-03 20:52:41.395;2025-07-03 20:53:21.761;cartoes_credito_outros_produtos;ai
01547dc1607efa9c;52;RESPOSTA COM INSATISFAÇÃO;2025-07-03 20:53:21.761;2025-07-03 20:54:58.743;;human
01547dc1607efa9c;53;ENCAMINHAMENTO OUTROS CANAIS;2025-07-03 20:54:58.743;2025-07-03 20:55:37.827;cartoes_credito_outros_produtos;ai
01547dc1607efa9c;54;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-03 20:55:37.827;2025-07-03 20:57:15.411;;human
01547dc1607efa9c;55;END-DIALOGUE-SYSTEM;2025-07-03 20:57:15.411;2025-07-03 20:57:15.411;;syst
01be6d0a62dfcfc6;56;START-DIALOGUE-SYTEM;2025-07-18 23:27:28.688;2025-07-18 23:27:28.688;;syst
01be6d0a62dfcfc6;57;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-18 23:27:28.688;2025-07-18 23:27:29.688;;ai
01be6d0a62dfcfc6;58;ENTREGA DE INFORMAÇÕES;2025-07-18 23:27:29.688;2025-07-18 23:33:06.493;;human
01be6d0a62dfcfc6;59;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-07-18 23:33:06.493;2025-07-18 23:33:54.368;cartoes_credito_outros_produtos;ai
01be6d0a62dfcfc6;60;SOLICITAÇÃO DIRETA DE HUMANO;2025-07-18 23:33:54.368;2025-07-18 23:39:44.364;;human
01be6d0a62dfcfc6;61;REDIRECIONAMENTO PARA HUMANO;2025-07-18 23:39:44.364;2025-07-18 23:40:35.488;cartoes_credito_outros_produtos;ai
01be6d0a62dfcfc6;62;DÚVIDA SOBRE RESPOSTA;2025-07-18 23:40:35.488;2025-07-18 23:46:17.631;;human
01be6d0a62dfcfc6;63;RESPOSTA COM DADOS;2025-07-18 23:46:17.631;2025-07-18 23:47:19.982;cartoes_credito_outros_produtos;ai
01be6d0a62dfcfc6;64;ESCLARECIMENTO DA INTENÇÃO;2025-07-18 23:47:19.982;2025-07-18 23:53:22.884;;human
01be6d0a62dfcfc6;65;ENCAMINHAMENTO OUTROS CANAIS;2025-07-18 23:53:22.884;2025-07-18 23:54:22.400;cartoes_credito_outros_produtos;ai
01be6d0a62dfcfc6;66;AGRADECIMENTO ESPONTÂNEO;2025-07-18 23:54:22.400;2025-07-18 23:57:30.887;;human
01be6d0a62dfcfc6;67;END-DIALOGUE-SYSTEM;2025-07-18 23:57:30.887;2025-07-18 23:57:30.887;;syst
01c2fd49f158fca1;68;START-DIALOGUE-SYTEM;2025-07-08 00:22:13.904;2025-07-08 00:22:13.904;;syst
01c2fd49f158fca1;69;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-08 00:22:13.904;2025-07-08 00:22:14.904;;ai
01c2fd49f158fca1;70;RESPOSTA COM INSATISFAÇÃO;2025-07-08 00:22:14.904;2025-07-08 00:32:20.947;;human
01c2fd49f158fca1;71;ENTREGA DA SOLUÇÃO;2025-07-08 00:32:20.947;2025-07-08 00:33:22.482;cartoes_credito_outros_produtos;ai
01c2fd49f158fca1;72;DÚVIDA SOBRE RESPOSTA;2025-07-08 00:33:22.482;2025-07-08 00:44:13.244;;human
01c2fd49f158fca1;73;ENTREGA DA SOLUÇÃO;2025-07-08 00:44:13.244;2025-07-08 00:45:15.950;cartoes_credito_outros_produtos;ai
01c2fd49f158fca1;74;ESCLARECIMENTO DA INTENÇÃO;2025-07-08 00:45:15.950;2025-07-08 00:53:10.618;;human
01c2fd49f158fca1;75;ENTREGA DA SOLUÇÃO;2025-07-08 00:53:10.618;2025-07-08 00:54:21.523;cartoes_credito_outros_produtos;ai
01c2fd49f158fca1;76;CONFIRMAÇÃO DO USUÁRIO;2025-07-08 00:54:21.523;2025-07-08 01:05:25.561;;human
01c2fd49f158fca1;77;END-DIALOGUE-SYSTEM;2025-07-08 01:05:25.561;2025-07-08 01:05:25.561;;syst
034765713832ed03;78;START-DIALOGUE-SYTEM;2025-07-24 16:36:21.439;2025-07-24 16:36:21.439;;syst
034765713832ed03;79;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-24 16:36:21.439;2025-07-24 16:36:22.439;;ai
034765713832ed03;80;RESPOSTA COM INSATISFAÇÃO;2025-07-24 16:36:22.439;2025-07-24 16:39:51.554;;human
034765713832ed03;81;ENCAMINHAMENTO OUTROS CANAIS;2025-07-24 16:39:51.554;2025-07-24 16:40:32.873;cartoes_credito_outros_produtos;ai
034765713832ed03;82;RESPOSTA COM INSATISFAÇÃO;2025-07-24 16:40:32.873;2025-07-24 16:44:29.456;;human
034765713832ed03;83;END-DIALOGUE-SYSTEM;2025-07-24 16:44:29.456;2025-07-24 16:44:29.456;;syst
055b78398e4ad8d8;84;START-DIALOGUE-SYTEM;2025-07-11 22:40:00.703;2025-07-11 22:40:00.703;;syst
055b78398e4ad8d8;85;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-11 22:40:00.703;2025-07-11 22:40:01.703;;ai
055b78398e4ad8d8;86;RESPOSTA COM INSATISFAÇÃO;2025-07-11 22:40:01.703;2025-07-11 22:43:57.691;;human
055b78398e4ad8d8;87;ENCAMINHAMENTO OUTROS CANAIS;2025-07-11 22:43:57.691;2025-07-11 22:44:39.431;cartoes_credito_outros_produtos;ai
055b78398e4ad8d8;88;RESPOSTA COM INSATISFAÇÃO;2025-07-11 22:44:39.431;2025-07-11 22:47:48.466;;human
055b78398e4ad8d8;89;ENCAMINHAMENTO OUTROS CANAIS;2025-07-11 22:47:48.466;2025-07-11 22:48:40.482;cartoes_credito_outros_produtos;ai
055b78398e4ad8d8;90;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-11 22:48:40.482;2025-07-11 22:51:57.733;;human
055b78398e4ad8d8;91;END-DIALOGUE-SYSTEM;2025-07-11 22:51:57.733;2025-07-11 22:51:57.733;;syst
05acd6a864175b39;92;START-DIALOGUE-SYTEM;2025-07-17 15:47:45.826;2025-07-17 15:47:45.826;;syst
05acd6a864175b39;93;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-17 15:47:45.826;2025-07-17 15:47:46.826;;ai
05acd6a864175b39;94;RESPOSTA COM INSATISFAÇÃO;2025-07-17 15:47:46.826;2025-07-17 15:56:39.698;;human
05acd6a864175b39;95;ENCAMINHAMENTO OUTROS CANAIS;2025-07-17 15:56:39.698;2025-07-17 15:57:19.593;cartoes_credito_outros_produtos;ai
05acd6a864175b39;96;RESPOSTA COM INSATISFAÇÃO;2025-07-17 15:57:19.593;2025-07-17 16:07:12.705;;human
05acd6a864175b39;97;ENCAMINHAMENTO OUTROS CANAIS;2025-07-17 16:07:12.705;2025-07-17 16:07:52.627;cartoes_credito_outros_produtos;ai
05acd6a864175b39;98;RESPOSTA COM INSATISFAÇÃO;2025-07-17 16:07:52.627;2025-07-17 16:16:48.174;;human
05acd6a864175b39;99;END-DIALOGUE-SYSTEM;2025-07-17 16:16:48.174;2025-07-17 16:16:48.174;;syst
069c5b938c44c3ce;100;START-DIALOGUE-SYTEM;2025-06-26 13:42:49.570;2025-06-26 13:42:49.570;;syst
069c5b938c44c3ce;101;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-26 13:42:49.570;2025-06-26 13:42:50.570;;ai
069c5b938c44c3ce;102;ESCLARECIMENTO DA INTENÇÃO;2025-06-26 13:42:50.570;2025-06-26 13:55:05.791;;human
069c5b938c44c3ce;103;ENTREGA DA SOLUÇÃO;2025-06-26 13:55:05.791;2025-06-26 13:55:54.487;cartoes_credito_outros_produtos;ai
069c5b938c44c3ce;104;DÚVIDA SOBRE RESPOSTA;2025-06-26 13:55:54.487;2025-06-26 14:10:21.316;;human
069c5b938c44c3ce;105;RESPOSTA GENÉRICA E EVASIVA;2025-06-26 14:10:21.316;2025-06-26 14:10:47.609;cartoes_credito_outros_produtos;ai
069c5b938c44c3ce;106;RESPOSTA COM INSATISFAÇÃO;2025-06-26 14:10:47.609;2025-06-26 14:24:30.922;;human
069c5b938c44c3ce;107;RESPOSTA COM DADOS;2025-06-26 14:24:30.922;2025-06-26 14:25:40.160;cartoes_credito_outros_produtos;ai
069c5b938c44c3ce;108;DÚVIDA SOBRE RESPOSTA;2025-06-26 14:25:40.160;2025-06-26 14:42:58.407;;human
069c5b938c44c3ce;109;RESPOSTA GENÉRICA E EVASIVA;2025-06-26 14:42:58.407;2025-06-26 14:44:01.183;cartoes_credito_outros_produtos;ai
069c5b938c44c3ce;110;RESPOSTA COM INSATISFAÇÃO;2025-06-26 14:44:01.183;2025-06-26 15:00:15.897;;human
069c5b938c44c3ce;111;END-DIALOGUE-SYSTEM;2025-06-26 15:00:15.897;2025-06-26 15:00:15.897;;syst
06ed3e916a91feb9;112;START-DIALOGUE-SYTEM;2025-07-19 13:25:21.122;2025-07-19 13:25:21.122;;syst
06ed3e916a91feb9;113;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-19 13:25:21.122;2025-07-19 13:25:22.122;;ai
06ed3e916a91feb9;114;RESPOSTA COM INSATISFAÇÃO;2025-07-19 13:25:22.122;2025-07-19 13:27:21.811;;human
06ed3e916a91feb9;115;ENTREGA DA SOLUÇÃO;2025-07-19 13:27:21.811;2025-07-19 13:28:16.276;cartoes_credito_outros_produtos;ai
06ed3e916a91feb9;116;ESCLARECIMENTO DA INTENÇÃO;2025-07-19 13:28:16.276;2025-07-19 13:30:17.246;;human
06ed3e916a91feb9;117;RESPOSTA COM DADOS;2025-07-19 13:30:17.246;2025-07-19 13:31:12.577;cartoes_credito_outros_produtos;ai
06ed3e916a91feb9;118;ESCLARECIMENTO DA INTENÇÃO;2025-07-19 13:31:12.577;2025-07-19 13:33:15.810;;human
06ed3e916a91feb9;119;END-DIALOGUE-SYSTEM;2025-07-19 13:33:15.810;2025-07-19 13:33:15.810;;syst
071636c5a4980dbc;120;START-DIALOGUE-SYTEM;2025-07-08 15:25:32.907;2025-07-08 15:25:32.907;;syst
071636c5a4980dbc;121;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-08 15:25:32.907;2025-07-08 15:25:33.907;;ai
071636c5a4980dbc;122;RESPOSTA COM INSATISFAÇÃO;2025-07-08 15:25:33.907;2025-07-08 15:27:39.618;;human
071636c5a4980dbc;123;ENCAMINHAMENTO OUTROS CANAIS;2025-07-08 15:27:39.618;2025-07-08 15:28:20.676;cartoes_credito_outros_produtos;ai
071636c5a4980dbc;124;RESPOSTA COM INSATISFAÇÃO;2025-07-08 15:28:20.676;2025-07-08 15:30:41.613;;human
071636c5a4980dbc;125;ENCAMINHAMENTO OUTROS CANAIS;2025-07-08 15:30:41.613;2025-07-08 15:31:13.603;cartoes_credito_outros_produtos;ai
071636c5a4980dbc;126;RESPOSTA COM INSATISFAÇÃO;2025-07-08 15:31:13.603;2025-07-08 15:33:07.486;;human
071636c5a4980dbc;127;END-DIALOGUE-SYSTEM;2025-07-08 15:33:07.486;2025-07-08 15:33:07.486;;syst
075582c75531e2f9;128;START-DIALOGUE-SYTEM;2025-07-21 18:30:10.958;2025-07-21 18:30:10.958;;syst
075582c75531e2f9;129;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-21 18:30:10.958;2025-07-21 18:30:11.958;;ai
075582c75531e2f9;130;RESPOSTA COM INSATISFAÇÃO;2025-07-21 18:30:11.958;2025-07-21 18:34:31.443;;human
075582c75531e2f9;131;ENCAMINHAMENTO OUTROS CANAIS;2025-07-21 18:34:31.443;2025-07-21 18:35:16.474;cartoes_credito_outros_produtos;ai
075582c75531e2f9;132;RESPOSTA COM INSATISFAÇÃO;2025-07-21 18:35:16.474;2025-07-21 18:41:10.258;;human
075582c75531e2f9;133;RESPOSTA COM DADOS;2025-07-21 18:41:10.258;2025-07-21 18:41:44.706;cartoes_credito_outros_produtos;ai
075582c75531e2f9;134;ESCLARECIMENTO DA INTENÇÃO;2025-07-21 18:41:44.706;2025-07-21 18:46:15.322;;human
075582c75531e2f9;135;ENCAMINHAMENTO OUTROS CANAIS;2025-07-21 18:46:15.322;2025-07-21 18:46:56.029;cartoes_credito_outros_produtos;ai
075582c75531e2f9;136;FEEDBACK DO USUÁRIO;2025-07-21 18:46:56.029;2025-07-21 18:50:41.409;;human
075582c75531e2f9;137;END-DIALOGUE-SYSTEM;2025-07-21 18:50:41.409;2025-07-21 18:50:41.409;;syst
078610741cdc89db;138;START-DIALOGUE-SYTEM;2025-06-28 22:22:17.027;2025-06-28 22:22:17.027;;syst
078610741cdc89db;139;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-28 22:22:17.027;2025-06-28 22:22:18.027;;ai
078610741cdc89db;140;RESPOSTA COM INSATISFAÇÃO;2025-06-28 22:22:18.027;2025-06-28 22:23:54.601;;human
078610741cdc89db;141;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-06-28 22:23:54.601;2025-06-28 22:24:38.324;cartoes_credito_outros_produtos;ai
078610741cdc89db;142;RESPOSTA COM INSATISFAÇÃO;2025-06-28 22:24:38.324;2025-06-28 22:26:00.288;;human
078610741cdc89db;143;ENTREGA DA SOLUÇÃO;2025-06-28 22:26:00.288;2025-06-28 22:26:28.103;cartoes_credito_outros_produtos;ai
078610741cdc89db;144;RESPOSTA COM INSATISFAÇÃO;2025-06-28 22:26:28.103;2025-06-28 22:27:39.800;;human
078610741cdc89db;145;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-06-28 22:27:39.800;2025-06-28 22:28:13.271;cartoes_credito_outros_produtos;ai
078610741cdc89db;146;FINALIZAÇÃO COM RECLAMAÇÃO;2025-06-28 22:28:13.271;2025-06-28 22:29:13.119;;human
078610741cdc89db;147;END-DIALOGUE-SYSTEM;2025-06-28 22:29:13.119;2025-06-28 22:29:13.119;;syst
08fa85fbd7e7708c;148;START-DIALOGUE-SYTEM;2025-07-18 18:32:07.013;2025-07-18 18:32:07.013;;syst
08fa85fbd7e7708c;149;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-18 18:32:07.013;2025-07-18 18:32:08.013;;ai
08fa85fbd7e7708c;150;RESPOSTA COM INSATISFAÇÃO;2025-07-18 18:32:08.013;2025-07-18 18:33:40.135;;human
08fa85fbd7e7708c;151;ENTREGA DA SOLUÇÃO;2025-07-18 18:33:40.135;2025-07-18 18:34:15.234;cartoes_credito_outros_produtos;ai
08fa85fbd7e7708c;152;RESPOSTA COM INSATISFAÇÃO;2025-07-18 18:34:15.234;2025-07-18 18:35:48.814;;human
08fa85fbd7e7708c;153;END-DIALOGUE-SYSTEM;2025-07-18 18:35:48.814;2025-07-18 18:35:48.814;;syst
096820f262dcc7b0;154;START-DIALOGUE-SYTEM;2025-07-02 16:48:07.531;2025-07-02 16:48:07.531;;syst
096820f262dcc7b0;155;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-02 16:48:07.531;2025-07-02 16:48:08.531;;ai
096820f262dcc7b0;156;RESPOSTA COM INSATISFAÇÃO;2025-07-02 16:48:08.531;2025-07-02 16:50:36.562;;human
096820f262dcc7b0;157;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-07-02 16:50:36.562;2025-07-02 16:51:17.596;cartoes_credito_outros_produtos;ai
096820f262dcc7b0;158;RESPOSTA COM INSATISFAÇÃO;2025-07-02 16:51:17.596;2025-07-02 16:53:19.672;;human
096820f262dcc7b0;159;RESPOSTA COM DADOS;2025-07-02 16:53:19.672;2025-07-02 16:53:54.896;cartoes_credito_outros_produtos;ai
096820f262dcc7b0;160;RESPOSTA COM INSATISFAÇÃO;2025-07-02 16:53:54.896;2025-07-02 16:56:07.705;;human
096820f262dcc7b0;161;ENTREGA DA SOLUÇÃO;2025-07-02 16:56:07.705;2025-07-02 16:56:56.066;cartoes_credito_outros_produtos;ai
096820f262dcc7b0;162;RESPOSTA COM INSATISFAÇÃO;2025-07-02 16:56:56.066;2025-07-02 16:58:43.480;;human
096820f262dcc7b0;163;END-DIALOGUE-SYSTEM;2025-07-02 16:58:43.480;2025-07-02 16:58:43.480;;syst
0a9772304c3f0bc4;164;START-DIALOGUE-SYTEM;2025-06-25 21:42:52.142;2025-06-25 21:42:52.142;;syst
0a9772304c3f0bc4;165;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-25 21:42:52.142;2025-06-25 21:42:53.142;;ai
0a9772304c3f0bc4;166;RESPOSTA COM INSATISFAÇÃO;2025-06-25 21:42:53.142;2025-06-25 21:48:22.583;;human
0a9772304c3f0bc4;167;ENCAMINHAMENTO OUTROS CANAIS;2025-06-25 21:48:22.583;2025-06-25 21:48:56.957;cartoes_credito_outros_produtos;ai
0a9772304c3f0bc4;168;RESPOSTA COM INSATISFAÇÃO;2025-06-25 21:48:56.957;2025-06-25 21:57:01.780;;human
0a9772304c3f0bc4;169;ENCAMINHAMENTO OUTROS CANAIS;2025-06-25 21:57:01.780;2025-06-25 21:57:37.317;cartoes_credito_outros_produtos;ai
0a9772304c3f0bc4;170;RESPOSTA COM INSATISFAÇÃO;2025-06-25 21:57:37.317;2025-06-25 22:03:54.943;;human
0a9772304c3f0bc4;171;END-DIALOGUE-SYSTEM;2025-06-25 22:03:54.943;2025-06-25 22:03:54.943;;syst
0bebf24151a030e0;172;START-DIALOGUE-SYTEM;2025-07-08 17:35:08.558;2025-07-08 17:35:08.558;;syst
0bebf24151a030e0;173;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-08 17:35:08.558;2025-07-08 17:35:09.558;;ai
0bebf24151a030e0;174;RESPOSTA COM INSATISFAÇÃO;2025-07-08 17:35:09.558;2025-07-08 17:37:12.527;;human
0bebf24151a030e0;175;ENCAMINHAMENTO OUTROS CANAIS;2025-07-08 17:37:12.527;2025-07-08 17:38:03.124;cartoes_credito_outros_produtos, fidelidade_aereos;ai
0bebf24151a030e0;176;RESPOSTA COM INSATISFAÇÃO;2025-07-08 17:38:03.124;2025-07-08 17:40:22.288;;human
0bebf24151a030e0;177;ENCAMINHAMENTO OUTROS CANAIS;2025-07-08 17:40:22.288;2025-07-08 17:40:53.591;cartoes_credito_outros_produtos;ai
0bebf24151a030e0;178;RESPOSTA COM INSATISFAÇÃO;2025-07-08 17:40:53.591;2025-07-08 17:42:40.153;;human
0bebf24151a030e0;179;ENTREGA DA SOLUÇÃO;2025-07-08 17:42:40.153;2025-07-08 17:43:25.666;cartoes_credito_outros_produtos, fidelidade_aereos, fidelidade_varejo;ai
0bebf24151a030e0;180;RESPOSTA COM INSATISFAÇÃO;2025-07-08 17:43:25.666;2025-07-08 17:45:14.055;;human
0bebf24151a030e0;181;END-DIALOGUE-SYSTEM;2025-07-08 17:45:14.055;2025-07-08 17:45:14.055;;syst
0cc98abe995309e8;182;START-DIALOGUE-SYTEM;2025-07-25 17:09:19.167;2025-07-25 17:09:19.167;;syst
0cc98abe995309e8;183;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-25 17:09:19.167;2025-07-25 17:09:20.167;;ai
0cc98abe995309e8;184;RESPOSTA COM INSATISFAÇÃO;2025-07-25 17:09:20.167;2025-07-25 17:17:46.962;;human
0cc98abe995309e8;185;ENCAMINHAMENTO OUTROS CANAIS;2025-07-25 17:17:46.962;2025-07-25 17:18:40.620;cartoes_credito_outros_produtos;ai
0cc98abe995309e8;186;RESPOSTA COM INSATISFAÇÃO;2025-07-25 17:18:40.620;2025-07-25 17:28:45.893;;human
0cc98abe995309e8;187;END-DIALOGUE-SYSTEM;2025-07-25 17:28:45.893;2025-07-25 17:28:45.893;;syst
0d7050d51205af93;188;START-DIALOGUE-SYTEM;2025-07-10 14:18:08.742;2025-07-10 14:18:08.742;;syst
0d7050d51205af93;189;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-10 14:18:08.742;2025-07-10 14:18:09.742;;ai
0d7050d51205af93;190;RESPOSTA COM INSATISFAÇÃO;2025-07-10 14:18:09.742;2025-07-10 14:30:38.792;;human
0d7050d51205af93;191;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-07-10 14:30:38.792;2025-07-10 14:31:23.757;cartoes_credito_outros_produtos;ai
0d7050d51205af93;192;RESPOSTA COM INSATISFAÇÃO;2025-07-10 14:31:23.757;2025-07-10 14:42:42.817;;human
0d7050d51205af93;193;ENCAMINHAMENTO OUTROS CANAIS;2025-07-10 14:42:42.817;2025-07-10 14:43:26.317;cartoes_credito_outros_produtos;ai
