CASE_ID;EVENT_ID;ACTIVITY;START_TIMESTAMP;END_TIMESTAMP;RECURSO;AGENTE;duration_seconds
00e56b3efb827f29;46;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-04 12:39:55.691648;2025-07-04 12:42:00.515858;;human;124.82421
00e56b3efb827f29;47;END-DIALOGUE-SYSTEM;2025-07-04 12:42:00.515858;2025-07-04 12:42:00.515858;;syst;0.0
01547dc1607efa9c;48;START-DIALOGUE-SYTEM;2025-07-03 20:50:52.518049;2025-07-03 20:50:52.518049;;syst;0.0
01547dc1607efa9c;49;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-03 20:50:52.518049;2025-07-03 20:50:53.518049;;ai;1.0
01547dc1607efa9c;50;REJEIÇÃO DA SOLUÇÃO;2025-07-03 20:50:53.518049;2025-07-03 20:52:41.395581;;human;107.877532
01547dc1607efa9c;51;ESCLARECIMENTO PROATIVO;2025-07-03 20:52:41.395581;2025-07-03 20:53:21.761945;cartoes_credito_outros_produtos;ai;40.366364
01547dc1607efa9c;52;RESPOSTA COM INSATISFAÇÃO;2025-07-03 20:53:21.761945;2025-07-03 20:54:58.743042;;human;96.981097
01547dc1607efa9c;53;ENTREGA DE RESPOSTA SEM SOLUÇÃO;2025-07-03 20:54:58.743042;2025-07-03 20:55:37.827136;cartoes_credito_outros_produtos;ai;39.084094
01547dc1607efa9c;54;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-03 20:55:37.827136;2025-07-03 20:57:15.411462;;human;97.584326
01547dc1607efa9c;55;END-DIALOGUE-SYSTEM;2025-07-03 20:57:15.411462;2025-07-03 20:57:15.411462;;syst;0.0
01be6d0a62dfcfc6;56;START-DIALOGUE-SYTEM;2025-07-18 23:27:28.688341;2025-07-18 23:27:28.688341;;syst;0.0
01be6d0a62dfcfc6;57;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-18 23:27:28.688341;2025-07-18 23:27:29.688341;;ai;1.0
01be6d0a62dfcfc6;58;DETECÇÃO DE ESTRESSE;2025-07-18 23:27:29.688341;2025-07-18 23:33:06.493817;;human;336.805476
01be6d0a62dfcfc6;59;ESCLARECIMENTO PROATIVO;2025-07-18 23:33:06.493817;2025-07-18 23:33:54.368896;cartoes_credito_outros_produtos;ai;47.875079
01be6d0a62dfcfc6;60;SOLICITAÇÃO DE CANAL ALTERNATIVO;2025-07-18 23:33:54.368896;2025-07-18 23:39:44.364467;;human;349.995571
01be6d0a62dfcfc6;61;ENTREGA DA SOLUÇÃO;2025-07-18 23:39:44.364467;2025-07-18 23:40:35.488104;cartoes_credito_outros_produtos;ai;51.123637
01be6d0a62dfcfc6;62;DETECÇÃO DE ESTRESSE;2025-07-18 23:40:35.488104;2025-07-18 23:46:17.631447;;human;342.143343
01be6d0a62dfcfc6;63;RESPOSTA COM DADOS;2025-07-18 23:46:17.631447;2025-07-18 23:47:19.982199;cartoes_credito_outros_produtos;ai;62.350752
01be6d0a62dfcfc6;64;DÚVIDA SOBRE RESPOSTA;2025-07-18 23:47:19.982199;2025-07-18 23:53:22.884176;;human;362.901977
01be6d0a62dfcfc6;65;ENTREGA DA SOLUÇÃO;2025-07-18 23:53:22.884176;2025-07-18 23:54:22.400950;cartoes_credito_outros_produtos;ai;59.516774
01be6d0a62dfcfc6;66;AGRADECIMENTO ESPONTÂNEO;2025-07-18 23:54:22.400950;2025-07-18 23:57:30.887073;;human;188.486123
01be6d0a62dfcfc6;67;END-DIALOGUE-SYSTEM;2025-07-18 23:57:30.887073;2025-07-18 23:57:30.887073;;syst;0.0
01c2fd49f158fca1;68;START-DIALOGUE-SYTEM;2025-07-08 00:22:13.904205;2025-07-08 00:22:13.904205;;syst;0.0
01c2fd49f158fca1;69;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-08 00:22:13.904205;2025-07-08 00:22:14.904205;;ai;1.0
01c2fd49f158fca1;70;EXPANSÃO DA INTENÇÃO;2025-07-08 00:22:14.904205;2025-07-08 00:32:20.947317;;human;606.043112
01c2fd49f158fca1;71;ENTREGA DA SOLUÇÃO;2025-07-08 00:32:20.947317;2025-07-08 00:33:22.482713;cartoes_credito_outros_produtos;ai;61.535396
01c2fd49f158fca1;72;DÚVIDA SOBRE RESPOSTA;2025-07-08 00:33:22.482713;2025-07-08 00:44:13.244210;;human;650.761497
01c2fd49f158fca1;73;ESCLARECIMENTO PROATIVO;2025-07-08 00:44:13.244210;2025-07-08 00:45:15.950363;cartoes_credito_outros_produtos;ai;62.706153
01c2fd49f158fca1;74;EXPANSÃO DA INTENÇÃO;2025-07-08 00:45:15.950363;2025-07-08 00:53:10.618477;;human;474.668114
01c2fd49f158fca1;75;ESCLARECIMENTO PROATIVO;2025-07-08 00:53:10.618477;2025-07-08 00:54:21.523664;cartoes_credito_outros_produtos;ai;70.905187
01c2fd49f158fca1;76;CONFIRMAÇÃO DO USUÁRIO;2025-07-08 00:54:21.523664;2025-07-08 01:05:25.561248;;human;664.037584
01c2fd49f158fca1;77;END-DIALOGUE-SYSTEM;2025-07-08 01:05:25.561248;2025-07-08 01:05:25.561248;;syst;0.0
034765713832ed03;78;START-DIALOGUE-SYTEM;2025-07-24 16:36:21.439577;2025-07-24 16:36:21.439577;;syst;0.0
034765713832ed03;79;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-24 16:36:21.439577;2025-07-24 16:36:22.439577;;ai;1.0
034765713832ed03;80;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-24 16:36:22.439577;2025-07-24 16:39:51.554317;;human;209.11474
034765713832ed03;81;ESCLARECIMENTO PROATIVO;2025-07-24 16:39:51.554317;2025-07-24 16:40:32.873648;cartoes_credito_outros_produtos;ai;41.319331
034765713832ed03;82;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-24 16:40:32.873648;2025-07-24 16:44:29.456054;;human;236.582406
034765713832ed03;83;END-DIALOGUE-SYSTEM;2025-07-24 16:44:29.456054;2025-07-24 16:44:29.456054;;syst;0.0
055b78398e4ad8d8;84;START-DIALOGUE-SYTEM;2025-07-11 22:40:00.703410;2025-07-11 22:40:00.703410;;syst;0.0
055b78398e4ad8d8;85;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-11 22:40:00.703410;2025-07-11 22:40:01.703410;;ai;1.0
055b78398e4ad8d8;86;SOLICITAÇÃO DE CANCELAMENTO;2025-07-11 22:40:01.703410;2025-07-11 22:43:57.691093;;human;235.987683
055b78398e4ad8d8;87;ENTREGA DA SOLUÇÃO;2025-07-11 22:43:57.691093;2025-07-11 22:44:39.431466;cartoes_credito_outros_produtos;ai;41.740373
055b78398e4ad8d8;88;REJEIÇÃO DA SOLUÇÃO;2025-07-11 22:44:39.431466;2025-07-11 22:47:48.466034;;human;189.034568
055b78398e4ad8d8;89;ENTREGA DA SOLUÇÃO;2025-07-11 22:47:48.466034;2025-07-11 22:48:40.482917;cartoes_credito_outros_produtos;ai;52.016883
055b78398e4ad8d8;90;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-11 22:48:40.482917;2025-07-11 22:51:57.733742;;human;197.250825
055b78398e4ad8d8;91;END-DIALOGUE-SYSTEM;2025-07-11 22:51:57.733742;2025-07-11 22:51:57.733742;;syst;0.0
05acd6a864175b39;92;START-DIALOGUE-SYTEM;2025-07-17 15:47:45.826441;2025-07-17 15:47:45.826441;;syst;0.0
05acd6a864175b39;93;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-17 15:47:45.826441;2025-07-17 15:47:46.826441;;ai;1.0
05acd6a864175b39;94;SOLICITAÇÃO DE CANCELAMENTO;2025-07-17 15:47:46.826441;2025-07-17 15:56:39.698051;;human;532.87161
05acd6a864175b39;95;ENTREGA DA SOLUÇÃO;2025-07-17 15:56:39.698051;2025-07-17 15:57:19.593336;cartoes_credito_outros_produtos;ai;39.895285
05acd6a864175b39;96;REJEIÇÃO DA SOLUÇÃO;2025-07-17 15:57:19.593336;2025-07-17 16:07:12.705168;;human;593.111832
05acd6a864175b39;97;ENTREGA DA SOLUÇÃO;2025-07-17 16:07:12.705168;2025-07-17 16:07:52.627164;cartoes_credito_outros_produtos;ai;39.921996
05acd6a864175b39;98;SOLICITAÇÃO DE CANAL ALTERNATIVO;2025-07-17 16:07:52.627164;2025-07-17 16:16:48.174356;;human;535.547192
05acd6a864175b39;99;END-DIALOGUE-SYSTEM;2025-07-17 16:16:48.174356;2025-07-17 16:16:48.174356;;syst;0.0
069c5b938c44c3ce;100;START-DIALOGUE-SYTEM;2025-06-26 13:42:49.570176;2025-06-26 13:42:49.570176;;syst;0.0
069c5b938c44c3ce;101;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-26 13:42:49.570176;2025-06-26 13:42:50.570176;;ai;1.0
069c5b938c44c3ce;102;EXPANSÃO DA INTENÇÃO;2025-06-26 13:42:50.570176;2025-06-26 13:55:05.791445;;human;735.221269
069c5b938c44c3ce;103;ESCLARECIMENTO PROATIVO;2025-06-26 13:55:05.791445;2025-06-26 13:55:54.487150;cartoes_credito_outros_produtos;ai;48.695705
069c5b938c44c3ce;104;DÚVIDA SOBRE RESPOSTA;2025-06-26 13:55:54.487150;2025-06-26 14:10:21.316358;;human;866.829208
069c5b938c44c3ce;105;ERRO DE EXECUÇÃO DE PROCESSO;2025-06-26 14:10:21.316358;2025-06-26 14:10:47.609191;cartoes_credito_outros_produtos;ai;26.292833
069c5b938c44c3ce;106;DETECÇÃO DE ESTRESSE;2025-06-26 14:10:47.609191;2025-06-26 14:24:30.922437;;human;823.313246
069c5b938c44c3ce;107;RESPOSTA COM DADOS;2025-06-26 14:24:30.922437;2025-06-26 14:25:40.160297;cartoes_credito_outros_produtos;ai;69.23786
069c5b938c44c3ce;108;DÚVIDA SOBRE RESPOSTA;2025-06-26 14:25:40.160297;2025-06-26 14:42:58.407242;;human;1038.246945
069c5b938c44c3ce;109;ERRO DE EXECUÇÃO DE PROCESSO;2025-06-26 14:42:58.407242;2025-06-26 14:44:01.183184;cartoes_credito_outros_produtos;ai;62.775942
069c5b938c44c3ce;110;FINALIZAÇÃO COM RECLAMAÇÃO;2025-06-26 14:44:01.183184;2025-06-26 15:00:15.897991;;human;974.714807
069c5b938c44c3ce;111;END-DIALOGUE-SYSTEM;2025-06-26 15:00:15.897991;2025-06-26 15:00:15.897991;;syst;0.0
06ed3e916a91feb9;112;START-DIALOGUE-SYTEM;2025-07-19 13:25:21.122654;2025-07-19 13:25:21.122654;;syst;0.0
06ed3e916a91feb9;113;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-19 13:25:21.122654;2025-07-19 13:25:22.122654;;ai;1.0
06ed3e916a91feb9;114;EXPANSÃO DA INTENÇÃO;2025-07-19 13:25:22.122654;2025-07-19 13:27:21.811407;;human;119.688753
06ed3e916a91feb9;115;ENTREGA DA SOLUÇÃO;2025-07-19 13:27:21.811407;2025-07-19 13:28:16.276514;cartoes_credito_outros_produtos;ai;54.465107
06ed3e916a91feb9;116;DÚVIDA SOBRE RESPOSTA;2025-07-19 13:28:16.276514;2025-07-19 13:30:17.246796;;human;120.970282
06ed3e916a91feb9;117;ENTREGA DA SOLUÇÃO;2025-07-19 13:30:17.246796;2025-07-19 13:31:12.577304;cartoes_credito_outros_produtos;ai;55.330508
06ed3e916a91feb9;118;DÚVIDA SOBRE RESPOSTA;2025-07-19 13:31:12.577304;2025-07-19 13:33:15.810034;;human;123.23273
06ed3e916a91feb9;119;END-DIALOGUE-SYSTEM;2025-07-19 13:33:15.810034;2025-07-19 13:33:15.810034;;syst;0.0
071636c5a4980dbc;120;START-DIALOGUE-SYTEM;2025-07-08 15:25:32.907529;2025-07-08 15:25:32.907529;;syst;0.0
071636c5a4980dbc;121;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-08 15:25:32.907529;2025-07-08 15:25:33.907529;;ai;1.0
071636c5a4980dbc;122;DETECÇÃO DE ESTRESSE;2025-07-08 15:25:33.907529;2025-07-08 15:27:39.618656;;human;125.711127
071636c5a4980dbc;123;ESCLARECIMENTO PROATIVO;2025-07-08 15:27:39.618656;2025-07-08 15:28:20.676157;cartoes_credito_outros_produtos;ai;41.057501
071636c5a4980dbc;124;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-08 15:28:20.676157;2025-07-08 15:30:41.613199;;human;140.937042
071636c5a4980dbc;125;ESCLARECIMENTO PROATIVO;2025-07-08 15:30:41.613199;2025-07-08 15:31:13.603965;cartoes_credito_outros_produtos;ai;31.990766
071636c5a4980dbc;126;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-08 15:31:13.603965;2025-07-08 15:33:07.486052;;human;113.882087
071636c5a4980dbc;127;END-DIALOGUE-SYSTEM;2025-07-08 15:33:07.486052;2025-07-08 15:33:07.486052;;syst;0.0
075582c75531e2f9;128;START-DIALOGUE-SYTEM;2025-07-21 18:30:10.958689;2025-07-21 18:30:10.958689;;syst;0.0
075582c75531e2f9;129;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-21 18:30:10.958689;2025-07-21 18:30:11.958689;;ai;1.0
075582c75531e2f9;130;ESCLARECIMENTO DA INTENÇÃO;2025-07-21 18:30:11.958689;2025-07-21 18:34:31.443750;;human;259.485061
075582c75531e2f9;131;ENTREGA DA SOLUÇÃO;2025-07-21 18:34:31.443750;2025-07-21 18:35:16.474555;cartoes_credito_outros_produtos;ai;45.030805
075582c75531e2f9;132;REJEIÇÃO DA SOLUÇÃO;2025-07-21 18:35:16.474555;2025-07-21 18:41:10.258368;;human;353.783813
075582c75531e2f9;133;RESPOSTA COM DADOS;2025-07-21 18:41:10.258368;2025-07-21 18:41:44.706100;cartoes_credito_outros_produtos;ai;34.447732
075582c75531e2f9;134;SOLICITAÇÃO DE DETALHE ADICIONAL;2025-07-21 18:41:44.706100;2025-07-21 18:46:15.322488;;human;270.616388
075582c75531e2f9;135;ENTREGA DA SOLUÇÃO;2025-07-21 18:46:15.322488;2025-07-21 18:46:56.029426;cartoes_credito_outros_produtos;ai;40.706938
075582c75531e2f9;136;AGRADECIMENTO ESPONTÂNEO;2025-07-21 18:46:56.029426;2025-07-21 18:50:41.409245;;human;225.379819
075582c75531e2f9;137;END-DIALOGUE-SYSTEM;2025-07-21 18:50:41.409245;2025-07-21 18:50:41.409245;;syst;0.0
078610741cdc89db;138;START-DIALOGUE-SYTEM;2025-06-28 22:22:17.027010;2025-06-28 22:22:17.027010;;syst;0.0
078610741cdc89db;139;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-28 22:22:17.027010;2025-06-28 22:22:18.027010;;ai;1.0
078610741cdc89db;140;EXPANSÃO DA INTENÇÃO;2025-06-28 22:22:18.027010;2025-06-28 22:23:54.601798;;human;96.574788
078610741cdc89db;141;RESPOSTA COM DADOS;2025-06-28 22:23:54.601798;2025-06-28 22:24:38.324190;cartoes_credito_outros_produtos;ai;43.722392
078610741cdc89db;142;SOLICITAÇÃO DE CANAL ALTERNATIVO;2025-06-28 22:24:38.324190;2025-06-28 22:26:00.288179;;human;81.963989
078610741cdc89db;143;RESPOSTA COM DADOS;2025-06-28 22:26:00.288179;2025-06-28 22:26:28.103501;cartoes_credito_outros_produtos;ai;27.815322
078610741cdc89db;144;FINALIZAÇÃO COM RECLAMAÇÃO;2025-06-28 22:26:28.103501;2025-06-28 22:27:39.800395;;human;71.696894
078610741cdc89db;145;RESPOSTA COM DADOS;2025-06-28 22:27:39.800395;2025-06-28 22:28:13.271735;cartoes_credito_outros_produtos;ai;33.47134
078610741cdc89db;146;FINALIZAÇÃO COM RECLAMAÇÃO;2025-06-28 22:28:13.271735;2025-06-28 22:29:13.119431;;human;59.847696
078610741cdc89db;147;END-DIALOGUE-SYSTEM;2025-06-28 22:29:13.119431;2025-06-28 22:29:13.119431;;syst;0.0
08fa85fbd7e7708c;148;START-DIALOGUE-SYTEM;2025-07-18 18:32:07.013869;2025-07-18 18:32:07.013869;;syst;0.0
08fa85fbd7e7708c;149;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-18 18:32:07.013869;2025-07-18 18:32:08.013869;;ai;1.0
08fa85fbd7e7708c;150;EXPANSÃO DA INTENÇÃO;2025-07-18 18:32:08.013869;2025-07-18 18:33:40.135567;;human;92.121698
08fa85fbd7e7708c;151;RESPOSTA COM DADOS;2025-07-18 18:33:40.135567;2025-07-18 18:34:15.234366;cartoes_credito_outros_produtos;ai;35.098799
08fa85fbd7e7708c;152;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-18 18:34:15.234366;2025-07-18 18:35:48.814254;;human;93.579888
08fa85fbd7e7708c;153;END-DIALOGUE-SYSTEM;2025-07-18 18:35:48.814254;2025-07-18 18:35:48.814254;;syst;0.0
096820f262dcc7b0;154;START-DIALOGUE-SYTEM;2025-07-02 16:48:07.531557;2025-07-02 16:48:07.531557;;syst;0.0
096820f262dcc7b0;155;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-02 16:48:07.531557;2025-07-02 16:48:08.531557;;ai;1.0
096820f262dcc7b0;156;RESPOSTA COM INSATISFAÇÃO;2025-07-02 16:48:08.531557;2025-07-02 16:50:36.562168;;human;148.030611
096820f262dcc7b0;157;ESCLARECIMENTO PROATIVO;2025-07-02 16:50:36.562168;2025-07-02 16:51:17.596228;cartoes_credito_outros_produtos;ai;41.03406
096820f262dcc7b0;158;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-02 16:51:17.596228;2025-07-02 16:53:19.672983;;human;122.076755
096820f262dcc7b0;159;RESPOSTA COM DADOS;2025-07-02 16:53:19.672983;2025-07-02 16:53:54.896251;cartoes_credito_outros_produtos;ai;35.223268
096820f262dcc7b0;160;REJEIÇÃO DA SOLUÇÃO;2025-07-02 16:53:54.896251;2025-07-02 16:56:07.705622;;human;132.809371
096820f262dcc7b0;161;ENTREGA DA SOLUÇÃO;2025-07-02 16:56:07.705622;2025-07-02 16:56:56.066057;cartoes_credito_outros_produtos;ai;48.360435
096820f262dcc7b0;162;FINALIZAÇÃO COM RECLAMAÇÃO;2025-07-02 16:56:56.066057;2025-07-02 16:58:43.480172;;human;107.414115
096820f262dcc7b0;163;END-DIALOGUE-SYSTEM;2025-07-02 16:58:43.480172;2025-07-02 16:58:43.480172;;syst;0.0
0a9772304c3f0bc4;164;START-DIALOGUE-SYTEM;2025-06-25 21:42:52.142363;2025-06-25 21:42:52.142363;;syst;0.0
0a9772304c3f0bc4;165;SAUDAÇÃO INICIAL DO CHATBOT;2025-06-25 21:42:52.142363;2025-06-25 21:42:53.142363;;ai;1.0
0a9772304c3f0bc4;166;DETECÇÃO DE ESTRESSE;2025-06-25 21:42:53.142363;2025-06-25 21:48:22.583883;;human;329.44152
0a9772304c3f0bc4;167;ESCLARECIMENTO PROATIVO;2025-06-25 21:48:22.583883;2025-06-25 21:48:56.957764;cartoes_credito_outros_produtos;ai;34.373881
0a9772304c3f0bc4;168;REJEIÇÃO DA SOLUÇÃO;2025-06-25 21:48:56.957764;2025-06-25 21:57:01.780853;;human;484.823089
0a9772304c3f0bc4;169;ENTREGA DA SOLUÇÃO;2025-06-25 21:57:01.780853;2025-06-25 21:57:37.317813;cartoes_credito_outros_produtos;ai;35.53696
0a9772304c3f0bc4;170;DETECÇÃO DE ESTRESSE;2025-06-25 21:57:37.317813;2025-06-25 22:03:54.943737;;human;377.625924
0a9772304c3f0bc4;171;END-DIALOGUE-SYSTEM;2025-06-25 22:03:54.943737;2025-06-25 22:03:54.943737;;syst;0.0
0bebf24151a030e0;172;START-DIALOGUE-SYTEM;2025-07-08 17:35:08.558367;2025-07-08 17:35:08.558367;;syst;0.0
0bebf24151a030e0;173;SAUDAÇÃO INICIAL DO CHATBOT;2025-07-08 17:35:08.558367;2025-07-08 17:35:09.558367;;ai;1.0
0bebf24151a030e0;174;EXPANSÃO DA INTENÇÃO;2025-07-08 17:35:09.558367;2025-07-08 17:37:12.527719;;human;122.969352
0bebf24151a030e0;175;ENTREGA DA SOLUÇÃO;2025-07-08 17:37:12.527719;2025-07-08 17:38:03.124874;cartoes_credito_outros_produtos, fidelidade_aereos;ai;50.597155
0bebf24151a030e0;176;SOLICITAÇÃO DIRETA DE HUMANO;2025-07-08 17:38:03.124874;2025-07-08 17:40:22.288928;;human;139.164054
0bebf24151a030e0;177;ESCLARECIMENTO PROATIVO;2025-07-08 17:40:22.288928;2025-07-08 17:40:53.591591;cartoes_credito_outros_produtos;ai;31.302663
